Veículo;Combustivel;DATA .: ;;Valor/Litro;Quantidade;Valor;Anterior;Atual;Km Rodada;Média (Km/L)
HMR4791;GASOLINA;12/02/2021;(E);5.195;45.26;R$ 235.13;85726;86074;348;7.69
HMR4791;GASOLINA;29/03/2021;(E);5.695;40.99;R$ 233.44;85726;86405;679;16.57
HMR4791;GASOLINA;10/05/2021;(E);5.995;39.94;R$ 239.44;86074;86739;665;16.65
HMR4791;GASOLINA;21/05/2021;(E);5.995;26.72;R$ 160.19;86739;87007;268;10.03
HMR4791;GASOLINA;01/06/2021;(E);5.995;22.53;R$ 135.07;87007;87251;244;10.83
HMR4791;GASOLINA;22/06/2021;(E);5.994;29.01;R$ 173.91;87251;87554;303;10.44
HMR4791;GASOLINA;07/07/2021;(E);6.095;42.86;R$ 261.23;87554;87996;442;10.31
HMR4791;GASOLINA;13/07/2021;(E);6.095;20.01;R$ 121.96;87996;88205;209;10.44
HMR4791;GASOLINA;04/08/2021;(E);6.055;43.63;R$ 264.18;88205;88650;445;10.20
HMR4791;GASOLINA;25/08/2021;(E);6.294;40.25;R$ 253.37;88650;89005;355;8.82
HMR4791;GASOLINA;10/09/2021;(E);6.384;39.54;R$ 252.46;89005;89341;336;8.50
HMR4791;GASOLINA;29/09/2021;(E);6.395;34.63;R$ 221.46;89341;89658;317;9.15
HMR4791;GASOLINA;25/10/2021;(E);6.785;43.59;R$ 295.76;89658;90042;384;8.81
HMR4791;GASOLINA;08/11/2021;(E);7.085;44.46;R$ 315.00;90042;90445;403;9.06
HMR4791;GASOLINA;23/11/2021;(E);7.085;43.08;R$ 305.22;90445;90821;376;8.73
HMR4791;GASOLINA;13/12/2021;(E);7.084;41.35;R$ 292.96;90821;91150;329;7.96
HMR4791;GASOLINA;10/01/2022;(E);7.085;43.19;R$ 306.00;91150;91513;363;8.40
HMR4791;GASOLINA;17/01/2022;(E);7.085;19.77;R$ 140.07;91513;91669;156;7.89
HMR4791;GASOLINA;28/01/2022;(E);7.065;46.18;R$ 326.26;91669;92132;463;10.03
HMR4791;GASOLINA;14/02/2022;(E);7.034;38.09;R$ 267.96;92132;92475;343;9.00
Qtde = 20;Subtotal .:;745.08;R$ 4,801.07;7428;9.97;;;;;
VEÍCULO .: ;;;;;;;;;;
HNX0284;;;;;;;;;;
HNX0284;DIESEL;24/05/2021;(E);4.859;108.83;R$ 528.80;131677;132218;541;4.97
HNX0284;DIESEL;20/08/2021;(E);4.969;101.33;R$ 503.51;132218;132702;484;4.78
HNX0284;DIESEL;28/09/2021;(E);5.029;103.58;R$ 520.90;132702;133286;584;5.64
HNX0284;DIESEL;02/12/2021;(E);5.559;101.22;R$ 562.68;133286;133746;460;4.54
HNX0284;DIESEL;08/02/2022;(E);5.659;94.14;R$ 532.74;133746;134178;432;4.59
Qtde = 5;Subtotal .:;509.10;R$ 2,648.64;2501;4.91;;;;;
VEÍCULO .: ;;;;;;;;;;
JKH9243;;;;;;;;;;
JKH9243;DIESEL;01/02/2021;(E);4.145;39.92;R$ 165.47;277120;277559;439;11.00
JKH9243;DIESEL;16/03/2021;(E);4.594;31.47;R$ 144.60;277559;277875;316;10.04
JKH9243;DIESEL;16/08/2021;(E);4.849;44.18;R$ 214.23;277875;278289;414;9.37
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 60;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
JKH9243;DIESEL;26/08/2021;(E);4.949;33.33;R$ 164.95;278289;278654;365;10.95
JKH9243;DIESEL;27/08/2021;(E);4.939;31.59;R$ 156.05;278654;278971;317;10.03
Qtde = 5;Subtotal .:;180.49;R$ 845.30;1851;10.26;;;;;
VEÍCULO .: ;;;;;;;;;;
JKH9283;;;;;;;;;;
JKH9283;DIESEL;09/02/2022;(E);5.795;11.24;R$ 65.14;247098;247159;61;5.43
Qtde = 1;Subtotal .:;11.24;R$ 65.14;61;5.43;;;;;
VEÍCULO .: ;;;;;;;;;;
JKH9313;;;;;;;;;;
JKH9313;DIESEL;10/02/2021;(E);3.698;30.00;R$ 110.95;239210;239432;222;7.40
JKH9313;DIESEL;09/03/2021;(E);4.459;25.07;R$ 111.79;239432;239656;224;8.93
JKH9313;DIESEL;11/03/2021;(E);4.991;18.24;R$ 91.04;239656;239786;130;7.13
JKH9313;DIESEL;29/04/2021;(E);4.147;42.48;R$ 176.19;239786;240007;221;5.20
JKH9313;DIESEL;24/05/2021;(E);4.699;35.65;R$ 167.52;240007;240240;233;6.54
JKH9313;DIESEL;26/05/2021;(E);4.699;37.14;R$ 174.52;240240;240583;343;9.24
JKH9313;DIESEL;09/06/2021;(E);4.809;61.67;R$ 296.62;240583;241240;657;10.65
JKH9313;DIESEL;21/06/2021;(E);4.597;45.42;R$ 208.80;241240;241698;458;10.08
JKH9313;DIESEL;23/06/2021;(E);4.451;61.72;R$ 274.76;241698;242246;548;8.88
JKH9313;DIESEL;12/07/2021;(E);4.799;30.15;R$ 144.69;242246;242512;266;8.82
JKH9313;DIESEL;28/07/2021;(E);4.798;43.81;R$ 210.24;242512;242947;435;9.93
JKH9313;DIESEL;22/09/2021;(E);5.100;30.86;R$ 157.40;242947;243231;284;9.20
JKH9313;DIESEL;26/10/2021;(E);5.699;48.77;R$ 277.94;243231;243708;477;9.78
JKH9313;DIESEL;27/10/2021;(E);5.64;40.78;R$ 230.00;243708;244051;343;8.41
JKH9313;DIESEL;28/10/2021;(E);5.669;22.47;R$ 127.40;244051;244238;187;8.32
JKH9313;DIESEL;10/11/2021;(E);5.589;35.00;R$ 195.62;244238;244583;345;9.86
JKH9313;DIESEL;11/11/2021;(E);5.698;26.23;R$ 149.48;244583;244851;268;10.22
JKH9313;DIESEL;22/11/2021;(E);5.597;37.44;R$ 209.58;244851;245237;386;10.31
JKH9313;DIESEL;23/11/2021;(E);5.698;23.55;R$ 134.21;245237;245489;252;10.70
JKH9313;DIESEL;17/01/2022;(E);5.797;40.81;R$ 236.61;245489;245832;343;8.40
JKH9313;DIESEL;18/01/2022;(E);6.052;24.79;R$ 150.03;245832;246052;220;8.87
JKH9313;DIESEL;19/01/2022;(E);5.795;28.79;R$ 166.84;246052;246307;255;8.86
JKH9313;DIESEL;31/01/2022;(E);5.495;36.33;R$ 199.66;246307;246542;235;6.47
JKH9313;DIESEL;17/02/2022;(E);6.001;46.23;R$ 277.47;246542;246717;175;3.79
JKH9313;DIESEL;18/02/2022;(E);5.495;46.00;R$ 252.80;246717;246935;218;4.74
Qtde = 25;Subtotal .:;919.40;R$ 4,732.15;7725;8.40;;;;;
VEÍCULO .: ;;;;;;;;;;
JKH9333;;;;;;;;;;
JKH9333;DIESEL;28/10/2021;(E);5.498;65.26;R$ 358.86;322307;322830;523;8.01
JKH9333;DIESEL;11/02/2022;(E);5.788;39.70;R$ 229.82;322830;323185;355;8.94
JKH9333;DIESEL;23/02/2022;(E);5.699;63.50;R$ 361.90;323185;323921;736;11.59
Qtde = 3;Subtotal .:;168.46;R$ 950.58;1614;9.58;;;;;
VEÍCULO .: ;;;;;;;;;;
NXY0160;;;;;;;;;;
NXY0160;DIESEL;15/02/2022;(E);5.795;70.64;R$ 409.36;39902;40369;467;6.61
NXY0160;DIESEL;19/02/2022;(E);5.747;57.43;R$ 330.10;40369;40843;474;8.25
NXY0160;DIESEL;21/02/2022;(E);5.797;22.29;R$ 129.22;40843;40941;98;4.40
Qtde = 3;Subtotal .:;150.36;R$ 868.68;1039;6.91;;;;;
VEÍCULO .: ;;;;;;;;;;
NYB3752;;;;;;;;;;
NYB3752;DIESEL;04/05/2021;(E);4.795;112.80;R$ 540.88;4049;4157;108;0.96
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 61;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
NYB3752;DIESEL;14/06/2021;(E);4.795;171.75;R$ 823.54;4157;4282;125;0.73
NYB3752;DIESEL;25/06/2021;(E);4.795;148.28;R$ 711.00;4282;4372;90;0.61
NYB3752;DIESEL;14/07/2021;(E);4.895;127.30;R$ 623.13;4372;4472;100;0.79
NYB3752;DIESEL;02/08/2021;(E);4.895;143.81;R$ 703.95;4372;4584;212;1.47
NYB3752;DIESEL;25/08/2021;(E);4.895;169.85;R$ 831.42;4584;4715;131;0.77
NYB3752;DIESEL;17/09/2021;(E);4.895;187.52;R$ 917.91;4715;4860;145;0.77
NYB3752;DIESEL;08/10/2021;(E);5.195;179.56;R$ 932.81;4860;5016;156;0.87
Qtde = 8;Subtotal .:;1,240.87;R$ 6,084.64;1067;0.86;;;;;
VEÍCULO .: ;;;;;;;;;;
OLR4740;;;;;;;;;;
OLR4740;ALCOOL;22/11/2021;(E);5.794;31.56;R$ 182.86;206495;206738;243;7.70
OLR4740;GASOLINA;27/01/2022;(E);7.065;54.02;R$ 381.65;206738;207231;493;9.13
Qtde = 2;Subtotal .:;85.58;R$ 564.51;736;8.60;;;;;
VEÍCULO .: ;;;;;;;;;;
OPF1840;;;;;;;;;;
OPF1840;DIESEL;05/04/2021;(E);4.495;116.88;R$ 525.38;33442;33915;473;4.05
OPF1840;DIESEL;24/05/2021;(E);4.795;102.77;R$ 492.78;33442;34354;912;8.87
OPF1840;DIESEL;09/07/2021;(E);4.895;87.03;R$ 426.01;34354;34703;349;4.01
OPF1840;ARLA 32;09/07/2021;(E);3.745;20.00;R$ 74.90;34703;34703;0;0.00
OPF1840;DIESEL;16/07/2021;(E);5.049;57.31;R$ 289.36;34703;35019;316;5.51
OPF1840;DIESEL;19/07/2021;(E);4.895;46.29;R$ 226.59;35019;35328;309;6.68
OPF1840;DIESEL;16/09/2021;(E);4.895;111.85;R$ 547.51;34354;35766;1412;12.62
OPF1840;DIESEL;14/10/2021;(E);5.399;53.21;R$ 287.28;35766;36002;236;4.44
OPF1840;DIESEL;18/10/2021;(E);5.289;34.15;R$ 180.62;36002;36227;225;6.59
OPF1840;DIESEL;21/10/2021;(E);5.390;49.71;R$ 267.94;36227;36527;300;6.04
OPF1840;DIESEL;28/12/2021;(E);5.595;111.98;R$ 626.53;35766;37122;1356;12.11
OPF1840;DIESEL;13/01/2022;(E);5.795;30.80;R$ 178.49;37122;37281;159;5.16
OPF1840;DIESEL;24/01/2022;(E);5.795;105.64;R$ 612.18;37281;37918;637;6.03
Qtde = 13;Subtotal .:;927.62;R$ 4,735.57;6684;7.21;;;;;
VEÍCULO .: ;;;;;;;;;;
OPF1841;;;;;;;;;;
OPF1841;DIESEL;23/06/2021;(E);4.859;128.22;R$ 623.02;70493;71204;711;5.55
OPF1841;DIESEL;06/07/2021;(E);4.549;70.00;R$ 318.43;71204;71642;438;6.26
OPF1841;DIESEL;26/07/2021;(E);4.939;56.95;R$ 281.33;71642;71971;329;5.78
OPF1841;DIESEL;11/08/2021;(E);4.848;102.21;R$ 495.61;71204;72643;1439;14.08
OPF1841;DIESEL;01/09/2021;(E);5.069;54.30;R$ 275.25;72921;72921;0;0.00
OPF1841;ARLA 32;01/09/2021;(E);5.166;12.00;R$ 62.00;72921;72921;0;0.00
OPF1841;ARLA 32;20/09/2021;(E);2.005;4.00;R$ 8.02;73685;73685;0;0.00
OPF1841;DIESEL;20/09/2021;(E);5.069;118.51;R$ 600.73;73685;73685;0;0.00
OPF1841;DIESEL;30/09/2021;(E);5.289;88.68;R$ 469.03;73685;74248;563;6.35
OPF1841;DIESEL;25/10/2021;(E);5.248;91.79;R$ 481.71;74248;74806;558;6.08
OPF1841;DIESEL;17/02/2022;(E);5.848;105.77;R$ 618.54;74806;75432;626;5.92
Qtde = 11;Subtotal .:;832.43;R$ 4,233.67;4664;5.60;;;;;
VEÍCULO .: ;;;;;;;;;;
OPF6541;;;;;;;;;;
OPF6541;DIESEL;24/02/2021;(E);4.598;57.92;R$ 266.37;45815;46373;558;9.63
OPF6541;DIESEL;03/03/2021;(E);4.699;42.27;R$ 198.63;46373;46990;617;14.60
OPF6541;DIESEL;29/03/2021;(E);4.495;43.95;R$ 197.56;46990;47651;661;15.04
OPF6541;DIESEL;15/04/2021;(E);4.389;30.94;R$ 135.80;47651;47954;303;9.79
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 62;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
OPF6541;DIESEL;27/04/2021;(E);4.579;57.31;R$ 262.42;47954;48645;691;12.06
OPF6541;DIESEL;27/05/2021;(E);4.729;47.34;R$ 223.87;48645;49139;494;10.44
OPF6541;DIESEL;08/06/2021;(E);4.859;48.14;R$ 233.91;49139;49674;535;11.11
OPF6541;DIESEL;18/06/2021;(E);4.549;61.78;R$ 281.04;49674;50352;678;10.97
OPF6541;DIESEL;06/07/2021;(E);4.838;54.20;R$ 262.27;50352;50903;551;10.17
OPF6541;DIESEL;15/07/2021;(E);4.82;54.01;R$ 260.33;50903;51493;590;10.92
OPF6541;DIESEL;29/07/2021;(E);4.939;53.89;R$ 266.16;51493;52091;598;11.10
OPF6541;DIESEL;24/08/2021;(E);4.894;54.15;R$ 265.06;52091;52607;516;9.53
OPF6541;DIESEL;26/08/2021;(E);4.959;35.92;R$ 178.16;52607;53045;438;12.19
OPF6541;DIESEL;27/08/2021;(E);5.020;32.95;R$ 165.43;53045;53399;354;10.74
OPF6541;DIESEL;30/08/2021;(E);4.799;62.35;R$ 299.22;53399;54010;611;9.80
OPF6541;DIESEL;06/10/2021;(E);5.248;65.23;R$ 342.33;54010;54676;666;10.21
OPF6541;DIESEL;29/10/2021;(E);5.588;30.16;R$ 168.56;54676;54928;252;8.36
OPF6541;DIESEL;30/11/2021;(E);5.588;47.39;R$ 264.86;54928;55498;570;12.03
OPF6541;DIESEL;20/12/2021;(E);5.595;60.22;R$ 336.93;55498;56452;954;15.84
OPF6541;DIESEL;14/01/2022;(E);5.658;40.58;R$ 229.64;56452;57111;659;16.24
OPF6541;DIESEL;09/02/2022;(E);5.889;56.32;R$ 331.67;57111;58009;898;15.94
OPF6541;DIESEL;23/02/2022;(E);5.859;56.94;R$ 333.61;58009;58861;852;14.96
Qtde = 22;Subtotal .:;1,093.96;R$ 5,503.82;13046;11.93;;;;;
VEÍCULO .: ;;;;;;;;;;
PAC6254;;;;;;;;;;
PAC6254;GASOLINA;23/04/2021;(E);5.776;38.91;R$ 224.78;24216;24561;345;8.87
PAC6254;GASOLINA;03/06/2021;(E);6.090;32.68;R$ 199.05;24561;24895;334;10.22
PAC6254;GASOLINA;23/06/2021;(E);6.100;22.95;R$ 140.00;24895;25130;235;10.24
PAC6254;GASOLINA;28/07/2021;(E);6.299;39.28;R$ 247.46;25130;25520;390;9.93
PAC6254;GASOLINA;12/08/2021;(E);6.299;27.06;R$ 170.46;25520;25775;255;9.42
PAC6254;GASOLINA;06/09/2021;(E);6.160;29.01;R$ 178.72;25775;26050;275;9.48
PAC6254;GASOLINA;22/10/2021;(E);6.850;13.28;R$ 90.98;26050;26173;123;9.26
PAC6254;GASOLINA;02/12/2021;(E);7.299;33.80;R$ 246.71;26050;26516;466;13.79
PAC6254;GASOLINA;26/01/2022;(E);7.193;28.53;R$ 205.22;26516;26805;289;10.13
Qtde = 9;Subtotal .:;265.50;R$ 1,703.38;2712;10.21;;;;;
VEÍCULO .: ;;;;;;;;;;
PAC6260;;;;;;;;;;
PAC6260;GASOLINA;17/02/2021;(E);5.348;48.71;R$ 260.50;26475;26899;424;8.70
PAC6260;GASOLINA;04/08/2021;(E);6.348;50.10;R$ 318.08;26899;27293;394;7.86
PAC6260;GASOLINA;17/08/2021;(E);6.086;10.60;R$ 64.52;27293;27407;114;10.75
PAC6260;GASOLINA;20/08/2021;(E);6.329;48.74;R$ 308.52;27407;27982;575;11.80
PAC6260;GASOLINA;30/08/2021;(E);6.499;42.44;R$ 275.83;27982;28515;533;12.56
PAC6260;GASOLINA;03/09/2021;(E);6.156;38.82;R$ 239.01;28515;29027;512;13.19
PAC6260;GASOLINA;04/10/2021;(E);6.377;32.04;R$ 204.32;29027;29300;273;8.52
PAC6260;GASOLINA;13/10/2021;(E);6.866;40.48;R$ 277.94;29300;29795;495;12.23
PAC6260;GASOLINA;14/10/2021;(E);6.867;42.76;R$ 293.64;29795;30295;500;11.69
PAC6260;GASOLINA;22/10/2021;(E);6.848;22.06;R$ 151.07;30295;30431;136;6.17
PAC6260;GASOLINA;25/11/2021;(E);7.499;36.76;R$ 275.68;30431;30735;304;8.27
PAC6260;GASOLINA;16/12/2021;(E);7.398;26.00;R$ 192.37;30735;30890;155;5.96
PAC6260;GASOLINA;06/01/2022;(E);7.398;32.14;R$ 237.80;30890;31090;200;6.22
PAC6260;GASOLINA;31/01/2022;(E);7.199;31.79;R$ 228.86;31090;31345;255;8.02
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 63;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
PAC6260;GASOLINA;25/02/2022;(E);7.298;23.02;R$ 168.02;31345;31535;190;8.25
Qtde = 15;Subtotal .:;526.46;R$ 3,496.16;5060;9.61;;;;;
VEÍCULO .: ;;;;;;;;;;
QOM8490;;;;;;;;;;
QOM8490;GASOLINA;31/03/2021;(E);5.695;54.67;R$ 311.35;12253;12559;306;5.60
QOM8490;GASOLINA;19/08/2021;(E);6.295;57.75;R$ 363.54;12559;12812;253;4.38
QOM8490;GASOLINA;15/09/2021;(E);6.429;21.04;R$ 135.27;12812;12920;108;5.13
QOM8490;GASOLINA;27/09/2021;(E);6.448;39.85;R$ 256.99;12920;13041;121;3.04
QOM8490;GASOLINA;25/11/2021;(E);7.085;58.09;R$ 411.57;13041;13255;214;3.68
QOM8490;GASOLINA;20/12/2021;(E);7.085;56.65;R$ 401.37;13255;13493;238;4.20
QOM8490;GASOLINA;20/01/2022;(E);7.086;58.99;R$ 418.01;13493;13836;343;5.81
QOM8490;GASOLINA;11/02/2022;(E);7.065;59.12;R$ 417.68;13836;14187;351;5.94
Qtde = 8;Subtotal .:;406.16;R$ 2,715.78;1934;4.76;;;;;
VEÍCULO .: ;;;;;;;;;;
RES0001;;;;;;;;;;
FAZ P.LEOP;GASOLINA;23/02/2021;(E);5.428;19.00;R$ 103.15;1;1;0;0.00
FAZ P.LEOP;DIESEL;02/03/2021;(E);4.259;200.00;R$ 851.80;1;1;0;0.00
FAZ P.LEOP;DIESEL;20/03/2021;(E);4.289;208.00;R$ 892.11;1;0;-1;0.00
FAZ P.LEOP;DIESEL;21/03/2021;(E);4.289;204.49;R$ 877.06;0;0;0;0.00
FAZ P.LEOP;DIESEL;21/03/2021;(E);4.289;100.00;R$ 428.90;0;1;1;0.01
FAZ P.LEOP;GASOLINA;01/06/2021;(E);5.999;43.58;R$ 261.44;1;1;0;0.00
FAZ P.LEOP;GASOLINA;15/06/2021;(E);6.069;44.00;R$ 267.04;1;1;0;0.00
FAZ P.LEOP;GASOLINA;23/06/2021;(E);6.051;5.48;R$ 33.16;1;1;0;0.00
FAZ P.LEOP;GASOLINA;29/06/2021;(E);6.058;5.12;R$ 31.02;1;1;0;0.00
FAZ P.LEOP;GASOLINA;06/07/2021;(E);6.029;5.48;R$ 33.04;1;1;0;0.00
FAZ P.LEOP;GASOLINA;12/07/2021;(E);6.125;10.46;R$ 64.07;1;1;0;0.00
FAZ P.LEOP;GASOLINA;22/07/2021;(E);6.19;10.00;R$ 61.90;1;1;0;0.00
FAZ P.LEOP;GASOLINA;02/08/2021;(E);6.19;10.00;R$ 61.90;1;1;0;0.00
FAZ P.LEOP;GASOLINA;25/08/2021;(E);6.38;5.00;R$ 31.90;1;1;0;0.00
FAZ P.LEOP;GASOLINA;31/08/2021;(E);6.38;5.00;R$ 31.90;1;1;0;0.00
FAZ P.LEOP;GASOLINA;02/09/2021;(E);6.38;5.00;R$ 31.90;1;1;0;0.00
FAZ P.LEOP;GASOLINA;09/09/2021;(E);6.49;5.00;R$ 32.45;1;1;0;0.00
FAZ P.LEOP;GASOLINA;15/09/2021;(E);6.47;10.00;R$ 64.70;1;1;0;0.00
FAZ P.LEOP;GASOLINA;23/09/2021;(E);6.47;5.00;R$ 32.35;1;1;0;0.00
FAZ P.LEOP;GASOLINA;30/09/2021;(E);6.47;10.00;R$ 64.70;1;1;0;0.00
FAZ P.LEOP;GASOLINA;06/10/2021;(E);6.57;10.00;R$ 65.70;1;1;0;0.00
FAZ P.LEOP;GASOLINA;22/10/2021;(E);6.768;60.00;R$ 406.13;1;1;0;0.00
FAZ P.LEOP;GASOLINA;22/12/2021;(E);7.17;20.00;R$ 143.40;1;1;0;0.00
FAZ P.LEOP;GASOLINA;13/01/2022;(E);7.17;20.00;R$ 143.40;1;1;0;0.00
FAZ P.LEOP;GASOLINA;25/01/2022;(E);7.17;20.00;R$ 143.40;1;1;0;0.00
FAZ P.LEOP;GASOLINA;17/02/2022;(E);7.2;5.00;R$ 36.00;1;1;0;0.00
FAZ P.LEOP;GASOLINA;17/02/2022;(E);7.17;20.00;R$ 143.40;1;1;0;0.00
Qtde = 27;Subtotal .:;1,065.61;R$ 5,337.92;0;0.00;;;;;
VEÍCULO .: ;;;;;;;;;;
RES0002;;;;;;;;;;
FAZ IGARAP;GASOLINA;02/02/2021;(E);4.997;20.00;R$ 99.94;2;2;0;0.00
FAZ IGARAP;GASOLINA;12/02/2021;(E);5.149;36.89;R$ 189.95;2;2;0;0.00
FAZ IGARAP;GASOLINA;23/02/2021;(E);5.428;19.00;R$ 103.15;2;2;0;0.00
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 64;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
FAZ IGARAP;DIESEL;02/03/2021;(E);4.259;200.00;R$ 851.80;2;2;0;0.00
FAZ IGARAP;GASOLINA;12/03/2021;(E);5.929;40.00;R$ 237.16;2;2;0;0.00
FAZ IGARAP;GASOLINA;15/03/2021;(E);5.929;20.00;R$ 118.58;2;0;-2;-0.10
FAZ IGARAP;DIESEL;21/03/2021;(E);4.289;195.55;R$ 838.71;0;0;0;0.00
FAZ IGARAP;DIESEL;21/03/2021;(E);4.289;100.00;R$ 428.90;0;2;2;0.02
FAZ IGARAP;GASOLINA;31/03/2021;(E);5.799;43.99;R$ 255.10;2;2;0;0.00
FAZ IGARAP;GASOLINA;13/04/2021;(E);5.799;43.13;R$ 250.11;2;2;0;0.00
FAZ IGARAP;GASOLINA;23/04/2021;(E);5.899;44.57;R$ 262.92;2;2;0;0.00
FAZ IGARAP;GASOLINA;03/05/2021;(E);5.898;43.22;R$ 254.95;2;2;0;0.00
FAZ IGARAP;DIESEL;06/05/2021;(E);4.549;227.79;R$ 1,036.22;2;2;0;0.00
FAZ IGARAP;GASOLINA;11/05/2021;(E);5.898;22.45;R$ 132.43;2;2;0;0.00
FAZ IGARAP;GASOLINA;18/05/2021;(E);6.046;22.37;R$ 135.27;2;2;0;0.00
FAZ IGARAP;GASOLINA;21/05/2021;(E);6.047;20.00;R$ 120.94;2;2;0;0.00
FAZ IGARAP;GASOLINA;23/06/2021;(E);6.068;22.34;R$ 135.58;2;2;0;0.00
FAZ IGARAP;DIESEL;24/06/2021;(E);4.499;209.52;R$ 942.63;2;2;0;0.00
FAZ IGARAP;GASOLINA;30/06/2021;(E);6.069;43.01;R$ 261.03;2;2;0;0.00
FAZ IGARAP;GASOLINA;08/07/2021;(E);6.149;41.34;R$ 254.20;2;2;0;0.00
FAZ IGARAP;DIESEL;14/07/2021;(E);4.589;21.20;R$ 97.29;2;2;0;0.00
FAZ IGARAP;GASOLINA;16/07/2021;(E);6.148;24.78;R$ 152.37;2;2;0;0.00
FAZ IGARAP;GASOLINA;19/07/2021;(E);6.149;67.03;R$ 412.17;2;2;0;0.00
FAZ IGARAP;DIESEL;30/07/2021;(E);4.588;45.32;R$ 207.97;2;2;0;0.00
FAZ IGARAP;GASOLINA;30/07/2021;(E);6.149;23.00;R$ 141.43;2;2;0;0.00
FAZ IGARAP;GASOLINA;09/08/2021;(E);6.149;20.61;R$ 126.73;2;2;0;0.00
FAZ IGARAP;GASOLINA;11/08/2021;(E);6.148;22.03;R$ 135.46;2;2;0;0.00
FAZ IGARAP;DIESEL;11/08/2021;(E);4.659;186.35;R$ 868.20;2;2;0;0.00
FAZ IGARAP;DIESEL;16/08/2021;(E);4.589;217.91;R$ 999.99;2;2;0;0.00
FAZ IGARAP;GASOLINA;17/08/2021;(E);6.239;44.55;R$ 277.95;2;2;0;0.00
FAZ IGARAP;GASOLINA;25/08/2021;(E);6.289;41.34;R$ 259.99;2;2;0;0.00
FAZ IGARAP;DIESEL;01/09/2021;(E);4.589;213.00;R$ 977.46;2;2;0;0.00
FAZ IGARAP;GASOLINA;02/09/2021;(E);6.397;45.46;R$ 290.81;2;2;0;0.00
FAZ IGARAP;GASOLINA;09/09/2021;(E);6.397;40.00;R$ 255.88;2;2;0;0.00
FAZ IGARAP;GASOLINA;16/09/2021;(E);6.396;44.09;R$ 282.04;2;2;0;0.00
FAZ IGARAP;DIESEL;16/09/2021;(E);4.699;208.00;R$ 977.39;2;2;0;0.00
FAZ IGARAP;GASOLINA;24/09/2021;(E);6.397;42.77;R$ 273.60;2;2;0;0.00
FAZ IGARAP;GASOLINA;28/09/2021;(E);6.396;23.06;R$ 147.51;2;2;0;0.00
FAZ IGARAP;DIESEL;01/10/2021;(E);5.039;187.23;R$ 943.45;2;2;0;0.00
FAZ IGARAP;GASOLINA;05/10/2021;(E);6.397;45.01;R$ 287.93;2;2;0;0.00
FAZ IGARAP;GASOLINA;15/10/2021;(E);6.599;64.61;R$ 426.36;2;2;0;0.00
FAZ IGARAP;GASOLINA;28/10/2021;(E);6.838;47.00;R$ 321.43;2;2;0;0.00
FAZ IGARAP;GASOLINA;05/11/2021;(E);6.988;60.00;R$ 419.28;2;2;0;0.00
FAZ IGARAP;DIESEL;11/11/2021;(E);5.279;214.00;R$ 1,129.71;2;2;0;0.00
FAZ IGARAP;GASOLINA;16/11/2021;(E);6.988;23.35;R$ 163.17;2;2;0;0.00
FAZ IGARAP;GASOLINA;22/11/2021;(E);6.988;45.28;R$ 316.42;2;2;0;0.00
FAZ IGARAP;GASOLINA;03/12/2021;(E);6.987;43.94;R$ 307.05;2;2;0;0.00
FAZ IGARAP;DIESEL;09/12/2021;(E);5.279;189.43;R$ 1,000.00;2;2;0;0.00
FAZ IGARAP;DIESEL;09/12/2021;(E);5.279;192.71;R$ 1,017.32;2;2;0;0.00
30/03/2022 16:14;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 65;;;;;;;;
