Veículo;Combustivel;DATA .: ;;Valor/Litro;Quantidade;Valor;Anterior;Atual;Km Rodada;Média (Km/L)
GMF5094;GASOLINA;29/09/2021;(E);6.490;25.81;R$ 167.52;176150;176488;338;13.10
GMF5094;GASOLINA;19/10/2021;(E);6.685;24.90;R$ 166.46;176488;176754;266;10.68
GMF5094;GASOLINA;15/11/2021;(E);7.141;19.70;R$ 140.69;176754;177092;338;17.16
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 6;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF5094;GASOLINA;15/11/2021;(E);7.156;22.00;R$ 157.44;177092;177345;253;11.50
GMF5094;GASOLINA;15/11/2021;(E);7.55;17.80;R$ 134.39;177345;177525;180;10.11
GMF5094;GASOLINA;16/11/2021;(E);7.299;12.37;R$ 90.30;177525;177646;121;9.78
GMF5094;GASOLINA;18/11/2021;(E);7.299;12.91;R$ 94.24;177646;177781;135;10.46
GMF5094;GASOLINA;19/11/2021;(E);7.305;11.64;R$ 85.04;177781;177919;138;11.86
GMF5094;GASOLINA;21/11/2021;(E);7.303;19.17;R$ 140.00;177919;178076;157;8.19
GMF5094;GASOLINA;23/11/2021;(E);7.554;16.72;R$ 126.31;178076;178286;210;12.56
GMF5094;GASOLINA;23/11/2021;(E);7.292;21.92;R$ 159.85;178286;178507;221;10.08
GMF5094;GASOLINA;23/11/2021;(E);7.141;18.42;R$ 131.55;178507;178715;208;11.29
GMF5094;GASOLINA;25/11/2021;(E);7.085;22.01;R$ 155.94;178715;178934;219;9.95
GMF5094;GASOLINA;30/11/2021;(E);7.130;12.42;R$ 88.56;178934;179010;76;6.12
GMF5094;GASOLINA;01/12/2021;(E);7.459;22.35;R$ 166.71;179010;179313;303;13.56
GMF5094;GASOLINA;01/12/2021;(E);7.895;17.55;R$ 138.57;179313;179520;207;11.79
GMF5094;GASOLINA;02/12/2021;(E);7.895;25.75;R$ 203.32;179520;179850;330;12.82
GMF5094;GASOLINA;03/12/2021;(E);7.330;27.53;R$ 201.80;179850;180183;333;12.10
GMF5094;GASOLINA;07/12/2021;(E);7.085;26.31;R$ 186.42;180183;180580;397;15.09
GMF5094;GASOLINA;26/01/2022;(E);7.087;29.12;R$ 206.40;180580;180760;180;6.18
Qtde = 41;Subtotal .:;886.12;R$ 6,026.13;8759;9.88;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5163;;;;;;;;;;
GMF5163;GASOLINA;24/03/2021;(E);5.959;39.34;R$ 234.46;145758;146008;250;6.35
GMF5163;GASOLINA;23/06/2021;(E);6.098;30.34;R$ 185.04;145758;146094;336;11.07
GMF5163;GASOLINA;09/07/2021;(E);5.842;27.05;R$ 158.05;146094;146412;318;11.76
GMF5163;GASOLINA;22/07/2021;(E);6.189;33.38;R$ 206.62;146412;146670;258;7.73
GMF5163;GASOLINA;26/07/2021;(E);6.093;41.59;R$ 253.41;146670;147240;570;13.71
GMF5163;GASOLINA;28/07/2021;(E);6;10.78;R$ 64.68;147240;147372;132;12.24
GMF5163;GASOLINA;03/08/2021;(E);6.093;37.75;R$ 230.01;147372;147896;524;13.88
GMF5163;GASOLINA;06/09/2021;(E);6.385;33.45;R$ 213.58;147896;148258;362;10.82
GMF5163;GASOLINA;13/10/2021;(E);6.684;39.64;R$ 264.99;148258;148662;404;10.19
GMF5163;GASOLINA;18/11/2021;(E);7.084;35.69;R$ 252.86;148662;149020;358;10.03
GMF5163;GASOLINA;18/02/2022;(E);7.034;28.96;R$ 203.73;149020;149326;306;10.57
Qtde = 11;Subtotal .:;357.97;R$ 2,267.43;3818;10.67;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5164;;;;;;;;;;
GMF5164;GASOLINA;11/02/2021;(E);5.195;31.11;R$ 161.62;117194;117465;271;8.71
GMF5164;GASOLINA;25/02/2021;(E);5.494;29.34;R$ 161.22;117465;117807;342;11.66
GMF5164;GASOLINA;10/03/2021;(E);5.995;22.15;R$ 132.79;117807;118046;239;10.79
GMF5164;GASOLINA;25/03/2021;(E);5.795;34.02;R$ 197.15;118046;118416;370;10.88
GMF5164;GASOLINA;09/04/2021;(E);5.795;28.54;R$ 165.39;118416;118757;341;11.95
GMF5164;GASOLINA;22/06/2021;(E);5.994;37.35;R$ 223.91;118757;119149;392;10.50
GMF5164;GASOLINA;10/09/2021;(E);6.385;33.95;R$ 216.77;119149;119501;352;10.37
GMF5164;GASOLINA;16/11/2021;(E);7.085;38.54;R$ 273.06;119501;119900;399;10.35
GMF5164;GASOLINA;21/12/2021;(E);7.085;38.89;R$ 275.54;119900;120344;444;11.42
GMF5164;GASOLINA;31/01/2022;(E);7.070;42.57;R$ 300.99;120344;120788;444;10.43
GMF5164;GASOLINA;16/02/2022;(E);7.034;36.13;R$ 254.17;120788;121244;456;12.62
Qtde = 11;Subtotal .:;372.59;R$ 2,362.61;4050;10.87;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5165;;;;;;;;;;
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 7;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF5165;GASOLINA;03/09/2021;(E);6.384;37.62;R$ 240.20;104643;104999;356;9.46
GMF5165;GASOLINA;30/11/2021;(E);7.086;41.78;R$ 296.06;104999;105425;426;10.20
GMF5165;GASOLINA;10/02/2022;(E);7.065;39.32;R$ 277.80;105425;105838;413;10.50
Qtde = 3;Subtotal .:;118.72;R$ 814.06;1195;10.07;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5168;;;;;;;;;;
GMF5168;GASOLINA;05/07/2021;(E);5.894;41.17;R$ 242.68;190926;191425;499;12.12
GMF5168;GASOLINA;07/10/2021;(E);6.485;40.97;R$ 265.69;191425;191931;506;12.35
GMF5168;GASOLINA;02/02/2022;(E);7.065;43.02;R$ 303.94;191931;192477;546;12.69
Qtde = 3;Subtotal .:;125.16;R$ 812.31;1551;12.39;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5169;;;;;;;;;;
GMF5169;GASOLINA;01/02/2021;(E);5.099;42.03;R$ 214.31;184644;185085;441;10.49
GMF5169;GASOLINA;25/02/2021;(E);5.600;38.81;R$ 217.35;185085;185529;444;11.44
GMF5169;GASOLINA;26/03/2021;(E);5.794;41.15;R$ 238.46;185529;185907;378;9.19
GMF5169;GASOLINA;22/04/2021;(E);5.999;43.12;R$ 258.68;185907;186315;408;9.46
GMF5169;GASOLINA;10/05/2021;(E);5.995;40.72;R$ 244.12;186315;186791;476;11.69
GMF5169;GASOLINA;26/05/2021;(E);6.099;41.09;R$ 250.61;186791;187212;421;10.25
GMF5169;GASOLINA;16/06/2021;(E);6.099;40.01;R$ 244.02;187212;187649;437;10.92
GMF5169;GASOLINA;30/07/2021;(E);6.249;39.02;R$ 243.84;187649;188023;374;9.58
GMF5169;GASOLINA;17/11/2021;(E);7.299;34.72;R$ 253.42;188023;188364;341;9.82
GMF5169;GASOLINA;01/02/2022;(E);7.299;36.48;R$ 266.27;188364;188621;257;7.04
Qtde = 10;Subtotal .:;397.15;R$ 2,431.09;3977;10.01;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5171;;;;;;;;;;
GMF5171;DIESEL;17/08/2021;(E);4.869;54.79;R$ 266.77;147246;147686;440;8.03
Qtde = 1;Subtotal .:;54.79;R$ 266.77;440;8.03;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5172;;;;;;;;;;
GMF5172;GASOLINA;10/03/2021;(E);5.799;33.74;R$ 195.66;81388;81556;168;4.98
GMF5172;GASOLINA;05/07/2021;(E);6.049;44.61;R$ 269.85;81556;81654;98;2.20
GMF5172;GASOLINA;26/08/2021;(E);6.097;33.71;R$ 205.53;81556;81754;198;5.87
GMF5172;GASOLINA;13/12/2021;(E);6.998;39.32;R$ 275.16;81754;81806;52;1.32
Qtde = 4;Subtotal .:;151.38;R$ 946.20;516;3.41;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5175;;;;;;;;;;
GMF5175;GASOLINA;19/02/2021;(E);5.197;34.01;R$ 176.75;326825;327125;300;8.82
GMF5175;GASOLINA;05/04/2021;(E);5.795;41.61;R$ 241.13;326825;327431;606;14.56
GMF5175;GASOLINA;11/05/2021;(E);5.994;43.54;R$ 261.02;327125;327736;611;14.03
GMF5175;GASOLINA;06/09/2021;(E);6.385;47.45;R$ 302.97;327736;327986;250;5.27
Qtde = 4;Subtotal .:;166.61;R$ 981.87;1767;10.61;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5181;;;;;;;;;;
GMF5181;GASOLINA;16/06/2021;(E);5.995;30.89;R$ 185.19;92992;93121;129;4.18
GMF5181;GASOLINA;18/06/2021;(E);5.959;22.45;R$ 133.78;93121;93367;246;10.96
GMF5181;GASOLINA;02/07/2021;(E);5.894;18.27;R$ 107.70;93367;93594;227;12.42
GMF5181;GASOLINA;06/07/2021;(E);6.095;34.37;R$ 209.49;93594;94023;429;12.48
GMF5181;GASOLINA;12/07/2021;(E);6.08;17.51;R$ 106.46;94023;94238;215;12.28
GMF5181;GASOLINA;14/07/2021;(E);6.08;33.76;R$ 205.26;94238;94677;439;13.00
GMF5181;GASOLINA;16/07/2021;(E);6.055;16.65;R$ 100.82;94677;94877;200;12.01
GMF5181;GASOLINA;19/07/2021;(E);6.080;18.60;R$ 113.09;94877;95113;236;12.69
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 8;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF5181;GASOLINA;28/07/2021;(E);6.055;33.43;R$ 202.42;95113;95515;402;12.03
GMF5181;GASOLINA;30/07/2021;(E);6.076;17.70;R$ 107.56;95515;95717;202;11.41
GMF5181;GASOLINA;31/08/2021;(E);6.295;29.02;R$ 182.68;95717;96019;302;10.41
GMF5181;GASOLINA;13/09/2021;(E);6.385;39.35;R$ 251.25;96019;96517;498;12.66
GMF5181;GASOLINA;24/09/2021;(E);6.394;38.44;R$ 245.82;96517;96966;449;11.68
GMF5181;GASOLINA;01/10/2021;(E);6.394;33.07;R$ 211.48;96966;97385;419;12.67
GMF5181;GASOLINA;14/10/2021;(E);6.685;39.14;R$ 261.65;97385;97838;453;11.57
GMF5181;GASOLINA;22/10/2021;(E);6.884;38.15;R$ 262.66;97838;98307;469;12.29
GMF5181;GASOLINA;27/10/2021;(E);7.045;36.20;R$ 255.03;98307;98736;429;11.85
GMF5181;GASOLINA;29/10/2021;(E);6.899;20.30;R$ 140.05;98736;98985;249;12.27
GMF5181;GASOLINA;03/11/2021;(E);7.085;24.89;R$ 176.35;98985;99276;291;11.69
GMF5181;GASOLINA;06/12/2021;(E);7.085;37.15;R$ 263.21;99276;99551;275;7.40
GMF5181;GASOLINA;14/12/2021;(E);7.084;11.08;R$ 78.50;99551;99601;50;4.51
GMF5181;GASOLINA;21/12/2021;(E);7.085;40.90;R$ 289.78;99601;100081;480;11.74
GMF5181;GASOLINA;19/01/2022;(E);7.084;24.29;R$ 172.09;100081;100220;139;5.72
GMF5181;GASOLINA;07/02/2022;(E);7.065;43.71;R$ 308.81;100220;100708;488;11.16
GMF5181;GASOLINA;09/02/2022;(E);7.065;37.20;R$ 262.82;100708;101183;475;12.77
GMF5181;GASOLINA;21/02/2022;(E);7.034;19.54;R$ 137.46;101183;101315;132;6.76
GMF5181;GASOLINA;25/02/2022;(E);7.035;36.47;R$ 256.57;101315;101771;456;12.50
Qtde = 27;Subtotal .:;792.53;R$ 5,227.98;8779;11.08;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5189;;;;;;;;;;
GMF5189;DIESEL;23/02/2022;(E);5.899;56.96;R$ 336.01;235671;236118;447;7.85
Qtde = 1;Subtotal .:;56.96;R$ 336.01;447;7.85;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5293;;;;;;;;;;
GMF5293;DIESEL;21/12/2021;(E);5.594;57.84;R$ 323.61;0;103762;103762;1793.95
GMF5293;DIESEL;14/01/2022;(E);5.795;30.14;R$ 174.66;103762;104005;243;8.06
GMF5293;DIESEL;21/01/2022;(E);5.949;34.29;R$ 203.99;104005;104341;336;9.80
GMF5293;DIESEL;16/02/2022;(E);5.795;58.15;R$ 336.98;104341;104935;594;10.21
GMF5293;DIESEL;25/02/2022;(E);5.795;52.45;R$ 303.95;104935;105362;427;8.14
Qtde = 5;Subtotal .:;232.87;R$ 1,343.19;105362;452.45;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5416;;;;;;;;;;
GMF5416;GASOLINA;19/02/2021;(E);5.494;29.56;R$ 162.43;111485;111720;235;7.95
GMF5416;GASOLINA;16/03/2021;(E);5.995;30.43;R$ 182.43;111720;111963;243;7.99
GMF5416;GASOLINA;26/03/2021;(E);5.795;30.54;R$ 176.98;111963;112258;295;9.66
GMF5416;GASOLINA;25/05/2021;(E);5.895;28.50;R$ 168.01;112258;112472;214;7.51
GMF5416;GASOLINA;08/06/2021;(E);5.995;24.88;R$ 149.16;112472;112755;283;11.37
GMF5416;GASOLINA;24/06/2021;(E);5.894;28.46;R$ 167.77;112755;112919;164;5.76
GMF5416;GASOLINA;06/07/2021;(E);6.095;29.36;R$ 178.95;112919;113154;235;8.00
GMF5416;GASOLINA;19/07/2021;(E);6.055;27.95;R$ 169.24;113154;113379;225;8.05
GMF5416;GASOLINA;27/07/2021;(E);6.054;27.34;R$ 165.54;113379;113589;210;7.68
GMF5416;GASOLINA;05/08/2021;(E);6.055;26.65;R$ 161.37;113589;113787;198;7.43
GMF5416;GASOLINA;30/09/2021;(E);6.394;34.62;R$ 221.39;113787;114047;260;7.51
GMF5416;GASOLINA;07/10/2021;(E);6.485;28.86;R$ 187.16;114047;114240;193;6.69
GMF5416;GASOLINA;26/10/2021;(E);7.044;28.39;R$ 200.00;114240;114462;222;7.82
GMF5416;GASOLINA;08/11/2021;(E);7.084;31.70;R$ 224.59;114462;114699;237;7.48
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 9;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF5416;GASOLINA;18/11/2021;(E);7.085;31.90;R$ 226.01;114699;114920;221;6.93
Qtde = 15;Subtotal .:;439.14;R$ 2,741.03;3435;7.82;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5417;;;;;;;;;;
GMF5417;GASOLINA;04/02/2021;(E);5.045;33.08;R$ 166.89;85192;85441;249;7.53
GMF5417;GASOLINA;10/03/2021;(E);5.995;36.71;R$ 220.08;85192;85736;544;14.82
GMF5417;GASOLINA;06/04/2021;(E);5.995;24.49;R$ 146.82;85736;85925;189;7.72
GMF5417;GASOLINA;19/04/2021;(E);5.995;32.41;R$ 194.30;85925;86197;272;8.39
GMF5417;GASOLINA;11/05/2021;(E);5.995;36.91;R$ 221.28;86197;86489;292;7.91
GMF5417;GASOLINA;22/06/2021;(E);5.995;34.36;R$ 205.99;86489;86750;261;7.60
GMF5417;GASOLINA;13/07/2021;(E);6.094;35.18;R$ 214.42;86750;87030;280;7.96
GMF5417;GASOLINA;12/08/2021;(E);6.195;31.43;R$ 194.71;86750;87281;531;16.89
GMF5417;GASOLINA;09/09/2021;(E);6.385;37.32;R$ 238.29;87281;87578;297;7.96
GMF5417;GASOLINA;05/11/2021;(E);7.085;37.31;R$ 264.34;87578;87875;297;7.96
GMF5417;GASOLINA;21/12/2021;(E);7.085;33.50;R$ 237.35;87875;88122;247;7.37
GMF5417;GASOLINA;18/02/2022;(E);7.035;36.82;R$ 259.03;88122;88430;308;8.37
Qtde = 12;Subtotal .:;409.52;R$ 2,563.50;3767;9.20;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5418;;;;;;;;;;
GMF5418;GASOLINA;08/02/2021;(E);4.997;40.59;R$ 202.83;153255;153479;224;5.52
GMF5418;GASOLINA;16/06/2021;(E);6.069;39.71;R$ 241.00;153479;153681;202;5.09
GMF5418;GASOLINA;17/08/2021;(E);6.239;41.88;R$ 261.29;153681;153871;190;4.54
GMF5418;GASOLINA;15/10/2021;(E);6.599;42.00;R$ 277.16;153871;154057;186;4.43
GMF5418;GASOLINA;02/12/2021;(E);6.988;40.29;R$ 281.55;153871;154205;334;8.29
GMF5418;GASOLINA;22/12/2021;(E);6.976;33.39;R$ 232.96;154205;154400;195;5.84
GMF5418;GASOLINA;18/01/2022;(E);6.999;34.42;R$ 240.91;154400;154562;162;4.71
GMF5418;GASOLINA;08/02/2022;(E);6.949;28.52;R$ 198.19;154562;154698;136;4.77
GMF5418;GASOLINA;26/02/2022;(E);6.898;36.79;R$ 253.81;154698;154909;211;5.74
Qtde = 9;Subtotal .:;337.59;R$ 2,189.70;1840;5.45;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5419;;;;;;;;;;
GMF5419;GASOLINA;27/08/2021;(E);5.701;18.83;R$ 107.35;47704;47856;152;8.07
GMF5419;GASOLINA;30/08/2021;(E);6.295;28.19;R$ 177.46;47856;47953;97;3.44
GMF5419;GASOLINA;07/02/2022;(E);7.321;41.66;R$ 305.01;47953;48067;114;2.74
Qtde = 3;Subtotal .:;88.68;R$ 589.82;363;4.09;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5420;;;;;;;;;;
GMF5420;GASOLINA;02/02/2021;(E);5.099;34.46;R$ 175.71;203600;203856;256;7.43
GMF5420;GASOLINA;05/02/2021;(E);5.098;26.99;R$ 137.62;203856;204047;191;7.08
GMF5420;GASOLINA;11/02/2021;(E);5.198;20.51;R$ 106.63;204047;204180;133;6.48
GMF5420;GASOLINA;24/02/2021;(E);5.495;23.96;R$ 131.66;204180;204354;174;7.26
GMF5420;GASOLINA;02/03/2021;(E);5.594;29.60;R$ 165.61;204354;204557;203;6.86
GMF5420;GASOLINA;08/03/2021;(E);5.898;28.37;R$ 167.35;204557;204773;216;7.61
GMF5420;GASOLINA;12/03/2021;(E);6.099;33.79;R$ 206.09;204773;205029;256;7.58
GMF5420;GASOLINA;18/03/2021;(E);5.999;24.89;R$ 149.32;205029;205195;166;6.67
GMF5420;GASOLINA;25/03/2021;(E);5.899;28.95;R$ 170.78;205195;205422;227;7.84
GMF5420;GASOLINA;30/03/2021;(E);5.694;29.86;R$ 170.05;205422;205637;215;7.20
GMF5420;GASOLINA;07/04/2021;(E);5.999;38.42;R$ 230.48;205637;205821;184;4.79
GMF5420;GASOLINA;12/04/2021;(E);5.998;37.15;R$ 222.86;205821;206001;180;4.85
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 10;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF5420;GASOLINA;19/04/2021;(E);5.995;36.38;R$ 218.10;206001;206173;172;4.73
GMF5420;GASOLINA;26/04/2021;(E);5.998;17.12;R$ 102.70;206173;206290;117;6.83
GMF5420;GASOLINA;03/05/2021;(E);5.999;19.43;R$ 116.56;206290;206442;152;7.82
GMF5420;GASOLINA;10/05/2021;(E);5.995;26.23;R$ 157.25;206442;206679;237;9.04
GMF5420;GASOLINA;21/06/2021;(E);6.098;25.80;R$ 157.35;206679;206777;98;3.80
GMF5420;GASOLINA;29/06/2021;(E);6.099;26.27;R$ 160.22;206777;206942;165;6.28
GMF5420;GASOLINA;06/07/2021;(E);6.099;38.44;R$ 234.45;206942;207242;300;7.80
GMF5420;GASOLINA;13/07/2021;(E);6.249;17.43;R$ 108.92;207242;207345;103;5.91
GMF5420;GASOLINA;20/07/2021;(E);6.249;21.35;R$ 133.42;207345;207524;179;8.38
GMF5420;GASOLINA;29/07/2021;(E);6.248;36.44;R$ 227.71;207524;207792;268;7.35
GMF5420;GASOLINA;05/08/2021;(E);6.248;21.74;R$ 135.85;207792;207951;159;7.31
GMF5420;GASOLINA;12/08/2021;(E);6.299;31.46;R$ 198.17;207951;208170;219;6.96
GMF5420;GASOLINA;20/08/2021;(E);6.449;30.06;R$ 193.86;208170;208376;206;6.85
GMF5420;GASOLINA;24/08/2021;(E);6.495;19.49;R$ 126.59;208376;208551;175;8.98
GMF5420;GASOLINA;03/09/2021;(E);6.399;32.22;R$ 206.18;208551;208769;218;6.77
GMF5420;GASOLINA;14/09/2021;(E);6.385;20.36;R$ 130.00;208769;208917;148;7.27
GMF5420;GASOLINA;22/09/2021;(E);6.589;30.17;R$ 198.79;208917;209126;209;6.93
GMF5420;GASOLINA;01/10/2021;(E);6.502;33.03;R$ 214.79;209126;209365;239;7.24
GMF5420;GASOLINA;08/10/2021;(E);6.599;33.07;R$ 218.23;209365;209605;240;7.26
GMF5420;GASOLINA;15/10/2021;(E);6.798;23.47;R$ 159.57;209605;209737;132;5.62
GMF5420;GASOLINA;25/10/2021;(E);6.999;34.17;R$ 239.16;209737;209955;218;6.38
GMF5420;GASOLINA;29/10/2021;(E);7.149;32.62;R$ 233.20;209955;210191;236;7.23
GMF5420;GASOLINA;08/11/2021;(E);7.299;29.13;R$ 212.62;210191;210383;192;6.59
GMF5420;GASOLINA;12/11/2021;(E);7.299;27.76;R$ 202.62;210383;210572;189;6.81
GMF5420;GASOLINA;22/11/2021;(E);7.299;32.06;R$ 234.01;210572;210763;191;5.96
GMF5420;GASOLINA;30/11/2021;(E);7.198;40.92;R$ 294.58;210763;211057;294;7.18
GMF5420;GASOLINA;07/12/2021;(E);6.884;36.67;R$ 252.47;211057;211304;247;6.74
GMF5420;GASOLINA;14/12/2021;(E);7.199;23.75;R$ 170.98;211304;211465;161;6.78
GMF5420;GASOLINA;21/12/2021;(E);7.285;28.66;R$ 208.79;211465;211655;190;6.63
GMF5420;GASOLINA;30/12/2021;(E);7.199;33.02;R$ 237.71;211655;211898;243;7.36
GMF5420;GASOLINA;07/01/2022;(E);7.198;21.12;R$ 152.04;211898;212000;102;4.83
GMF5420;GASOLINA;14/01/2022;(E);7.299;32.27;R$ 235.54;212000;212201;201;6.23
GMF5420;GASOLINA;21/01/2022;(E);7.299;37.99;R$ 277.29;212201;212446;245;6.45
GMF5420;GASOLINA;28/01/2022;(E);7.077;42.52;R$ 300.92;212446;212700;254;5.97
GMF5420;GASOLINA;07/02/2022;(E);7.299;29.89;R$ 218.17;212700;212879;179;5.99
GMF5420;GASOLINA;11/02/2022;(E);7.299;27.62;R$ 201.60;212879;213065;186;6.73
GMF5420;GASOLINA;21/02/2022;(E);7.299;41.86;R$ 305.54;213065;213344;279;6.67
Qtde = 49;Subtotal .:;1,448.94;R$ 9,410.11;9744;6.72;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5421;;;;;;;;;;
GMF5421;GASOLINA;03/02/2021;(E);5.138;30.31;R$ 155.76;73255;73513;258;8.51
GMF5421;GASOLINA;17/02/2021;(E);5.318;35.47;R$ 188.66;73513;73814;301;8.49
GMF5421;GASOLINA;26/02/2021;(E);5.549;31.78;R$ 176.35;73814;74089;275;8.65
GMF5421;GASOLINA;10/03/2021;(E);5.798;30.44;R$ 176.52;74089;74324;235;7.72
GMF5421;GASOLINA;27/04/2021;(E);6.049;28.76;R$ 173.97;74324;74557;233;8.10
GMF5421;GASOLINA;25/05/2021;(E);6.079;30.90;R$ 187.84;74557;74804;247;7.99
30/03/2022 16:13;SISFROTA - GERENCIAMENTO DA FROTA  (LUCAS);Página 11;;;;;;;;
Relação de Abastecimento por Veículo;;;;;;;;;;
Filtro:  Do período 01/02/2021 até   28/02/2022;;;;;;;;;;
Odôm./Horím.;;;;;;;;;;
Veículo;;;;;;;;;;
Combustivel;DATA .: ;Qte.;Valor;Anterior       Atual;Km Rodada;Média (Km/L);;;;
GMF5421;GASOLINA;30/06/2021;(E);5.894;26.45;R$ 155.92;74804;75003;199;7.52
GMF5421;GASOLINA;22/07/2021;(E);6.054;23.51;R$ 142.35;75003;75155;152;6.47
GMF5421;GASOLINA;23/08/2021;(E);6.348;32.39;R$ 205.64;75155;75388;233;7.19
GMF5421;GASOLINA;18/10/2021;(E);6.729;33.87;R$ 227.91;75388;75601;213;6.29
GMF5421;GASOLINA;18/01/2022;(E);7.098;14.18;R$ 100.66;75601;75823;222;15.66
GMF5421;GASOLINA;10/02/2022;(E);7.065;29.23;R$ 206.51;75823;75888;65;2.22
Qtde = 12;Subtotal .:;347.29;R$ 2,098.09;2633;7.58;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5422;;;;;;;;;;
GMF5422;DIESEL;05/04/2021;(E);4.495;107.91;R$ 485.06;81774;82176;402;3.73
GMF5422;DIESEL;15/06/2021;(E);4.795;99.45;R$ 476.86;81774;82671;897;9.02
GMF5422;DIESEL;21/07/2021;(E);4.839;103.15;R$ 499.14;82671;83119;448;4.34
GMF5422;DIESEL;08/09/2021;(E);4.895;77.11;R$ 377.45;82671;83710;1039;13.47
GMF5422;DIESEL;15/02/2022;(E);5.659;119.15;R$ 674.27;83710;84058;348;2.92
Qtde = 5;Subtotal .:;506.77;R$ 2,512.78;3134;6.18;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5423;;;;;;;;;;
GMF5423;GASOLINA;10/03/2021;(E);5.995;34.10;R$ 204.43;88500;88821;321;9.41
Qtde = 1;Subtotal .:;34.10;R$ 204.43;321;9.41;;;;;
VEÍCULO .: ;;;;;;;;;;
GMF5424;;;;;;;;;;
GMF5424;GASOLINA;24/02/2021;(E);5.295;33.12;R$ 175.38;186345;186634;289;8.73
GMF5424;GASOLINA;07/06/2021;(E);5.994;35.00;R$ 209.82;186634;186957;323;9.23
GMF5424;GASOLINA;04/08/2021;(E);6.055;32.28;R$ 195.46;186957;187256;299;9.26
GMF5424;GASOLINA;19/08/2021;(E);6.294;31.60;R$ 198.92;187256;187591;335;10.60
GMF5424;GASOLINA;09/09/2021;(E);6.385;35.13;R$ 224.31;187591;187946;355;10.11
GMF5424;GASOLINA;30/09/2021;(E);6.395;34.46;R$ 220.37;187946;188298;352;10.21
GMF5424;GASOLINA;28/10/2021;(E);7.044;30.98;R$ 218.25;188298;188625;327;10.56
GMF5424;GASOLINA;17/11/2021;(E);7.085;30.82;R$ 218.36;188625;188923;298;9.67
GMF5424;GASOLINA;01/12/2021;(E);7.085;33.24;R$ 235.51;188923;189268;345;10.38
GMF5424;GASOLINA;30/12/2021;(E);7.085;34.65;R$ 245.50;189268;189577;309;8.92
GMF5424;GASOLINA;25/01/2022;(E);7.064;30.03;R$ 212.16;189577;189900;323;10.76
GMF5424;GASOLINA;21/02/2022;(E);7.034;33.28;R$ 234.12;189900;190236;336;10.10
Qtde = 12;Subtotal .:;394.59;R$ 2,588.16;3891;9.86;;;;;
